A,B,C,D
32,92,54,x
31,37,93,x
61,49,16,y
26,21,53,z
23,76,18,y
45,16,64,y
98,98,59,z
24,58,95,x
55,25,43,y
82,58,24,y
29,86,20,x
82,74,8,z
38,65,45,z
63,27,55,y
77,27,79,y
26,48,88,x
5,31,73,z
47,29,99,z
22,14,62,y
30,20,60,z
84,77,93,z
23,72,82,z
6,30,48,y
9,65,94,z
61,86,90,z
35,93,59,z
18,9,4,z
83,87,66,y
41,73,13,z
37,65,78,x
3,93,55,y
14,70,85,z
93,48,58,x
92,83,84,x
68,87,37,x
14,39,48,z
66,58,85,y
37,65,64,z
77,89,58,x
23,72,78,z
7,52,26,y
34,89,72,z
69,41,22,x
13,29,89,y
73,4,24,y
67,80,40,y
85,81,27,y
58,4,40,y
58,54,65,z
32,1,39,z
3,4,37,y
46,89,66,x
76,55,39,x
63,14,22,z
9,20,81,z
80,47,96,x
45,88,39,y
12,36,75,y
65,81,18,y
28,46,53,x
99,99,71,z
33,46,65,y
36,53,40,x
6,62,19,z
50,2,79,x
57,73,28,x
89,7,68,x
33,69,77,y
50,9,63,y
86,22,48,z
46,13,63,x
79,20,55,y
36,58,27,y
3,65,21,y
61,74,9,y
96,42,32,x
4,45,6,z
91,89,71,z
91,20,14,z
38,25,24,y
40,71,88,z
84,96,78,x
1,16,34,x
68,92,33,z
61,84,57,y
25,63,98,x
52,27,68,x
59,46,31,y
98,69,98,x
25,46,74,z
79,7,2,x
49,77,77,z
67,62,31,z
75,35,23,z
62,93,46,z
33,20,53,z
77,4,36,x
70,37,54,x
58,94,49,x
47,77,7,y
61,95,12,z
26,70,91,x
45,67,25,z
10,91,47,x
72,10,10,z
55,41,55,y
18,45,22,y
18,15,18,y
35,66,27,x
27,56,31,y
83,58,75,x
87,70,4,y
71,39,45,z
72,57,41,z
24,22,81,z
92,94,94,x
86,32,3,x
38,27,82,z
15,16,31,y
9,3,83,x
46,18,48,y
74,49,11,x
78,50,28,y
6,50,80,z
37,20,15,z
89,74,32,z
62,76,65,z
6,29,5,z
12,37,51,z
93,77,10,x
39,87,22,z
79,29,15,z
37,7,81,z
24,63,57,z
75,14,38,z
47,39,92,x
56,73,48,x
89,6,43,x
53,6,24,y
13,96,92,y
28,57,70,z
43,54,55,z
94,60,48,y
99,92,21,y
60,28,55,x
62,36,21,y
3,18,79,z
76,11,89,z
36,70,76,z
2,50,72,z
14,51,97,x
15,30,79,x
80,37,30,y
35,13,56,x
47,75,41,y
82,99,26,x
59,8,54,z
57,42,16,y
16,4,42,y
69,63,16,y
96,8,20,y
69,30,79,x
76,18,95,x
96,82,22,x
40,4,38,x
8,41,51,y
86,27,12,y
85,61,71,y
51,16,47,z
68,23,21,y
69,79,92,z
17,26,65,y
27,66,34,y
99,33,11,x
70,99,63,x
62,74,68,y
41,96,52,z
76,12,39,z
62,77,45,x
85,80,7,z
72,49,36,z
43,54,18,z
47,23,68,z
29,77,11,z
96,76,51,x
22,75,9,x
90,81,9,x
93,92,59,y
78,13,50,x
86,32,79,z
25,22,64,z
54,44,24,y
33,46,72,x
76,16,23,z
53,52,12,z
8,43,18,y
79,78,2,y
29,93,2,y
28,39,22,y
78,47,8,y
43,34,29,x
13,62,34,x
96,7,65,z
5,25,69,z
17,13,16,y
6,67,3,y
84,20,29,y
91,69,78,z
25,99,53,x
85,3,9,x
93,55,92,y
57,46,58,y
24,40,87,x
65,59,74,x
75,22,19,y
36,50,79,y
60,97,78,z
4,3,82,z
59,5,45,y
83,47,9,z
80,83,68,x
67,9,13,z
68,24,71,z
8,96,66,y
23,77,81,y
74,21,69,z
48,39,95,z
11,65,99,y
7,28,20,x
42,51,18,z
3,58,59,z
68,9,74,y
64,88,26,y
74,38,99,y
27,1,3,y
68,55,45,z
93,74,41,y
94,50,14,x
68,66,68,z
92,97,95,y
80,30,44,y
90,64,20,z
4,16,21,y
54,21,6,z
78,15,23,z
65,51,82,x
87,57,23,x
93,6,28,y
29,93,73,y
13,19,72,y
68,48,98,x
16,78,73,y
36,63,77,z
10,93,95,z
61,81,4,x
20,53,21,x
57,60,53,z
11,58,89,y
60,29,32,y
31,96,22,z
46,88,95,x
55,81,80,x
64,10,27,z
46,56,28,z
72,73,95,x
58,40,59,x
99,11,17,y
77,41,29,z
18,58,31,y
48,25,73,y
29,57,62,z
20,72,15,x
48,20,18,z
12,28,23,y
30,86,21,z
38,15,72,z
90,59,66,y
96,91,58,z
40,90,9,x
24,51,3,y
76,2,82,y
55,65,84,y
43,78,26,x
59,79,30,y
40,14,9,x
44,43,29,x
98,72,94,y
24,42,70,x
46,56,12,z
56,42,24,z
50,32,8,x
18,49,62,z
75,37,18,x
20,82,71,x
48,48,36,z
22,90,6,x
1,69,56,z
8,92,66,z
3,36,24,y
86,50,78,x
61,49,62,y
65,95,97,y
35,16,35,y
31,93,93,y
42,78,40,z
66,22,14,z
77,80,15,y
32,59,19,z
83,59,83,z
13,12,17,y
47,65,64,z
36,46,3,z
39,54,68,z
88,97,41,z
71,69,33,y
33,2,2,z
38,44,77,z
67,2,27,x
69,20,57,y
2,37,33,z
85,16,85,y
63,2,56,y
77,99,14,z
65,67,66,y
36,80,81,z
38,14,57,x
70,73,96,y
41,27,88,z
21,63,90,y
20,61,84,z
8,67,78,y
60,20,80,y
41,23,41,z
45,47,18,z
97,63,76,z
25,42,62,z
96,89,28,x
2,59,99,y
81,72,88,x
79,58,38,z
49,21,81,x
49,49,44,y
31,48,38,z
95,46,19,z
65,8,44,x
77,74,62,z
68,66,22,y
84,40,51,x
2,76,94,y
46,2,25,y
64,26,60,x
74,99,59,y
19,94,9,x
64,6,44,z
35,67,87,z
78,39,59,y
42,68,97,x
41,77,9,x
25,39,66,y
11,26,76,x
61,3,57,y
71,49,50,x
14,87,78,y
8,69,19,x
56,43,2,y
60,93,45,x
45,2,64,x
83,76,19,x
1,15,5,z
28,40,40,x
18,99,48,z
55,81,25,y
62,23,12,z
40,60,48,z
32,73,65,x
22,34,90,y
37,70,45,z
39,75,13,z
33,26,27,y
10,90,85,z
47,50,65,y
91,83,42,y
57,36,71,z
15,91,11,y
98,33,23,x
66,98,26,y
36,12,44,y
64,95,22,y
17,69,36,y
34,99,72,x
67,64,51,x
29,90,42,y
34,6,76,y
9,80,55,x
15,46,42,x
89,49,25,x
74,3,53,x
2,1,72,z
97,97,82,z
30,69,6,y
60,2,44,y
65,9,12,x
3,15,26,y
66,87,17,x
72,21,38,z
49,68,45,z
70,58,7,x
52,7,82,z
44,46,34,z
75,24,32,x
20,2,53,x
27,4,44,y
85,7,74,y
90,47,68,x
93,69,20,y
13,80,2,z
77,68,48,x
51,18,98,z
32,92,37,y
25,96,94,z
61,94,35,x
70,15,50,z
37,87,82,z
75,72,97,x
92,78,89,z
94,49,68,x
20,13,23,y
59,37,48,y
78,48,38,x
32,67,60,y
84,4,13,z
41,58,47,x
46,39,48,y
65,8,52,z
49,55,25,x
20,40,81,y
40,45,61,x
16,42,46,y
21,55,39,x
39,81,32,y
56,56,32,x
34,65,52,y
17,6,85,x
14,20,60,x
81,70,60,y
32,41,83,y
90,87,70,y
12,99,26,z
65,38,65,z
10,20,32,y
79,82,3,z
60,79,89,x
81,42,13,y
18,16,81,x
98,80,71,z
12,70,30,y
17,34,87,z
89,71,2,x
63,65,24,y
61,98,18,z
1,61,74,x
63,10,74,y
7,80,49,z
78,27,17,x
35,93,81,z
18,75,64,x
66,79,6,x
28,32,70,x
20,60,6,z
60,81,23,z
70,82,59,z
5,66,45,y
60,93,4,y
16,94,15,y
77,81,31,x
53,83,12,x
42,29,70,z
12,32,34,z
2,73,8,y
27,44,70,x
28,60,13,y
65,74,42,z
15,4,76,y
92,98,74,x
63,72,65,y
12,21,70,x
70,26,20,x
21,18,26,z
63,17,78,z
93,54,84,y
49,10,45,x
5,18,24,z
29,48,24,y
8,32,26,y
31,91,88,x
90,29,40,x
6,26,45,z
28,14,46,y
59,79,8,z
47,85,77,y
67,11,95,x
14,58,90,z
14,57,44,z
35,4,40,y
57,57,14,x
30,33,41,x
26,17,91,x
84,15,58,z
88,90,52,z
50,75,45,x
54,8,82,y
5,2,34,z
92,74,90,z
82,76,95,y
91,35,38,z
85,64,90,z
40,67,55,z
95,58,54,y
50,56,82,x
43,21,78,z
61,37,48,x
42,44,34,y
54,37,16,y
37,27,7,z
23,50,98,y
70,31,28,x
31,39,38,z
86,24,31,x
84,10,13,x
66,42,14,x
46,59,59,y
44,28,41,z
7,15,13,x
18,1,18,z
68,89,83,x
60,5,10,y
64,33,60,x
40,13,54,y
18,62,43,y
58,29,88,x
83,46,82,z
64,25,69,y
61,18,15,y
13,85,98,x
74,95,11,z
7,34,37,y
29,41,49,z
38,76,69,y
26,56,67,z
1,1,2,z
45,18,16,z
43,14,43,y
50,32,19,x
85,21,19,x
78,26,8,z
79,32,99,x
78,74,32,y
57,11,29,z
70,92,44,z
97,96,91,x
7,70,20,z
6,38,16,x
94,77,22,y
70,98,72,x
63,36,5,x
5,6,40,z
17,43,44,x
7,69,48,x
93,26,70,z
17,95,48,x
2,10,26,x
41,48,24,z
67,65,59,x
90,48,77,x
7,25,57,x
2,16,57,x
28,98,86,z
65,67,94,z
94,32,40,x
75,41,86,x
83,80,67,x
51,11,16,z
82,82,61,y
46,97,71,z
70,26,25,x
89,48,14,x
38,22,45,y
10,28,13,x
17,7,52,y
19,39,78,z
78,98,64,y
29,32,6,z
94,41,2,z
10,75,29,x
48,18,83,y
66,54,54,x
21,65,68,z
4,64,58,y
40,75,44,z
13,16,72,x
87,58,46,z
52,54,53,x
38,86,11,z
30,3,96,y
83,34,44,x
14,70,7,y
60,16,9,z
31,62,34,z
93,20,27,y
92,28,28,x
44,49,21,z
27,9,42,x
67,88,46,y
16,56,87,y
86,2,93,y
40,47,57,y
88,35,30,y
24,39,99,x
31,52,52,y
66,81,6,z
37,45,1,z
33,5,9,z
96,89,25,y
85,40,48,z
14,76,2,x
70,65,41,z
83,17,61,z
75,93,29,x
95,11,4,z
36,75,52,z
58,41,77,x
47,52,38,z
6,82,96,x
25,21,26,x
46,5,95,z
71,91,60,x
22,60,13,x
49,71,79,x
21,60,83,x
61,20,31,x
37,33,87,x
5,66,70,z
68,96,52,x
4,16,3,z
2,20,57,y
56,71,87,z
6,81,6,z
91,94,93,z
75,63,11,z
13,1,30,x
37,72,30,x
50,99,27,z
89,14,92,y
21,91,32,z
92,95,55,z
58,3,37,x
59,50,13,z
42,50,96,x
82,53,25,z
49,62,41,z
26,71,59,z
72,75,59,z
14,22,14,z
43,63,70,y
8,30,92,x
95,67,82,z
13,49,47,x
24,52,13,z
91,95,73,y
6,25,70,x
94,26,5,z
71,81,71,x
38,42,1,z
83,69,26,x
99,8,79,y
85,31,57,z
28,75,60,z
35,98,66,z
40,94,71,x
17,6,23,x
67,29,18,z
74,16,14,z
12,66,90,z
9,83,79,y
47,87,17,x
19,32,73,x
34,80,98,z
44,39,17,z
87,55,86,z
47,9,48,y
1,11,54,x
40,25,55,y
30,5,62,y
98,62,30,x
60,68,18,y
37,5,23,y
27,90,39,x
11,44,20,z
84,37,37,x
82,51,15,x
56,1,34,x
72,48,50,x
18,35,56,z
2,49,76,y
5,80,74,x
66,19,44,y
27,29,83,y
78,2,63,x
71,88,79,x
45,88,33,y
22,79,74,z
57,97,33,x
58,66,64,x
83,10,8,y
12,35,4,x
37,75,8,x
79,87,70,x
50,49,19,z
37,47,48,z
74,25,29,x
56,31,79,z
21,24,2,z
83,84,53,z
26,38,46,z
58,20,77,z
64,80,16,x
76,1,16,y
62,56,64,z
74,76,93,x
77,3,70,y
35,23,84,y
87,45,66,z
83,36,81,y
95,2,78,z
6,69,60,y
24,26,78,x
52,79,85,x
51,8,31,y
88,21,35,x
39,26,96,x
30,91,65,y
24,30,49,x
35,17,42,z
41,87,31,z
20,82,8,y
43,76,80,z
68,24,54,z
37,96,32,x
62,47,91,z
17,85,81,x
55,55,17,y
96,49,31,y
91,82,16,x
32,16,73,y
27,89,84,x
39,94,97,x
68,82,79,z
34,74,86,x
91,32,55,z
82,29,33,z
80,18,99,y
9,56,55,x
1,1,71,y
83,75,12,z
91,14,45,y
92,69,11,y
10,28,78,x
32,12,47,z
77,83,83,y
51,80,35,x
70,2,61,z
94,58,97,x
30,9,34,z
85,10,81,z
50,49,9,y
98,37,16,x
57,41,30,y
10,9,50,z
70,29,92,z
11,76,54,y
89,12,94,z
18,43,8,x
30,85,10,x
45,27,47,x
94,89,83,x
57,28,61,z
35,29,56,y
24,38,20,x
31,30,96,y
25,42,91,x
66,47,83,y
35,54,88,y
30,2,52,x
40,54,74,x
58,60,35,x
5,37,66,z
32,4,24,z
24,82,16,z
12,4,67,y
59,30,80,x
18,61,24,x
3,55,78,z
67,54,10,x
38,55,83,z
48,26,57,x
32,10,20,x
52,38,20,y
61,40,75,y
27,4,6,x
63,93,28,y
99,69,3,z
18,37,6,z
99,99,65,x
97,55,1,y
67,58,73,x
41,84,76,y
68,72,56,y
14,46,63,z
94,16,12,z
8,67,44,z
27,76,98,x
46,31,94,z
82,73,35,z
31,10,8,y
38,97,5,z
41,27,93,z
46,46,27,z
1,93,18,z
93,80,79,x
79,3,70,z
15,55,50,z
86,91,89,x
96,55,16,z
39,2,94,z
7,74,51,x
8,89,83,z
36,74,88,y
74,98,2,z
14,3,75,y
69,70,4,y
71,42,97,x
67,22,46,x
11,65,75,y
36,24,8,y
45,66,22,x
36,76,61,y
47,80,94,x
25,14,55,y
18,16,85,y
74,26,52,z
48,64,4,x
27,22,94,y
89,16,65,x
4,91,39,y
92,12,54,y
23,24,63,z
49,41,9,z
99,48,69,x
43,44,75,x
27,44,27,y
76,91,58,x
27,21,94,x
79,90,76,z
5,61,35,x
5,58,74,z
24,64,23,x
76,65,91,x
78,75,39,x
30,28,62,y
42,86,45,z
79,71,66,x
35,20,53,y
59,17,17,z
47,37,76,x
69,78,34,x
63,41,64,y
6,87,8,z
96,56,47,z
92,69,34,z
88,42,13,y
79,84,98,y
2,83,95,x
88,28,51,x
28,74,10,x
93,51,14,x
9,61,22,z
51,42,35,z
50,24,77,z
29,80,86,z
88,22,68,y
39,78,74,z
57,85,8,x
10,25,37,y
31,9,79,y
55,26,10,z
9,51,15,x
20,20,42,y
79,76,24,y
73,55,10,z
92,58,33,y
77,45,92,y
1,39,36,x
62,62,44,x
73,80,58,y
1,68,3,z
27,37,38,x
34,60,61,z
57,77,51,y
12,31,20,z
64,15,9,x
76,82,77,y
2,5,44,z
58,88,75,y
78,31,2,y
35,18,88,y
17,63,87,x
34,43,83,x
91,36,85,y
26,53,87,y
20,97,54,y
81,25,89,x
7,70,72,z
59,79,60,x
71,17,16,y
61,38,60,y
68,65,61,x
79,10,64,y
47,57,38,y
33,8,21,z
44,77,1,x
40,56,42,y
97,71,59,z
49,6,35,x
27,60,69,z
51,42,55,x
96,24,51,y
70,86,94,z
65,74,70,y
1,83,54,x
37,94,97,z
49,66,99,x
92,78,92,x
69,7,26,x
91,95,46,y
20,63,69,z
66,50,57,y
86,78,48,z
72,5,42,x
5,21,78,x
87,43,76,z
54,87,98,x
22,36,54,z
52,44,46,z
62,39,16,x
7,1,98,x
17,68,88,y
17,33,5,y
2,42,89,y
73,20,70,y
73,57,1,z
64,5,59,x
21,29,12,x
4,26,46,z
24,31,64,x
34,41,67,y
23,37,21,z
1,82,12,y
5,59,8,z
13,22,4,x
30,69,20,x
58,32,60,y
68,81,48,y
92,76,66,z
32,11,22,y
93,58,8,x
61,84,97,y
19,15,67,x
28,76,96,z
46,27,7,z
6,71,8,z
94,14,16,z
19,72,76,y
52,21,49,x
30,37,76,x
25,59,31,y
44,79,37,x
39,58,58,x
5,50,75,z
86,45,92,x
89,90,15,z
38,62,55,z
22,89,36,z
88,94,60,y
53,64,23,z
59,92,3,z
51,9,78,y
46,90,39,y
95,21,54,x
49,18,4,x
57,28,97,y
49,72,93,z
58,51,16,z
9,93,92,z
72,57,27,x
23,22,25,z
88,34,69,z
45,8,93,y
25,6,67,y
77,86,71,z
20,29,37,z
72,71,70,x
65,87,4,y
94,80,82,z
41,28,15,y
75,55,76,y
6,53,75,y
50,60,29,x
76,36,69,y
96,57,28,z
75,1,99,z
90,13,11,y
75,12,95,z
92,25,81,x
18,39,55,y
42,77,37,y
82,82,3,y
61,19,6,x
24,54,54,y
5,32,9,y
17,58,53,x
65,70,29,x
62,1,13,z
3,6,43,z
38,97,4,y
24,68,63,z
86,36,54,z
22,59,55,x
69,25,98,z
31,50,72,x
53,73,89,x
29,29,57,x
70,70,42,z
40,70,49,y
79,4,99,y
76,61,12,x
46,9,83,z
86,85,31,x
93,95,49,z
66,50,64,y
77,44,3,x
65,87,62,z
9,20,43,y
12,49,82,z
23,57,12,x
53,33,83,y
31,76,26,y
54,45,42,x
49,40,82,y
34,58,74,z
86,74,82,z
66,39,90,z
50,43,48,y
83,16,93,z
74,88,1,y
75,64,52,z
5,87,60,x
26,69,12,z
7,60,77,z
58,39,48,x
75,98,27,x
16,72,30,x
93,40,61,y
65,16,92,z
17,25,22,z
25,74,63,y
41,24,55,z
85,45,51,x
68,14,94,x
41,81,21,z
97,91,73,x
41,36,52,z
93,84,22,z
19,55,1,x
34,66,99,y
10,66,47,x
41,62,63,y
52,46,85,x
96,61,85,z
70,46,45,x
14,76,81,x
20,87,26,y
96,31,38,y
19,85,36,x
58,82,64,x
39,63,68,x
32,57,46,x
6,1,12,x
89,93,56,z
64,96,4,y
40,48,49,y
93,22,94,z
37,1,45,y
93,68,54,y
12,42,35,y
89,85,68,x
11,92,54,x
58,12,77,y
90,2,11,z
78,12,15,z
83,10,36,y
58,28,48,z
35,64,18,z
80,10,30,x
15,88,60,z
87,94,9,y
22,71,77,y
65,64,77,z
73,73,87,x
37,78,3,y
37,92,53,z
39,85,17,y
35,54,47,y
3,85,30,y
2,49,13,x
12,75,82,x
24,78,36,z
4,57,48,x
99,20,91,z
2,64,13,y
62,10,5,z
50,79,46,y
69,5,50,x
36,71,40,x
21,97,69,z
44,83,67,x
9,84,79,z
47,15,19,z
82,62,46,y
95,42,51,y
63,5,17,z
75,61,12,x
37,99,69,z
12,77,5,z
98,25,57,y
6,47,95,y
2,19,88,x
29,58,50,y
68,74,52,z
92,89,68,x
35,69,99,z
52,59,62,y
7,38,47,x
86,99,94,y
71,10,59,z
9,40,21,x
9,19,56,x
81,18,93,z
7,53,33,x
70,68,90,z
84,54,13,x
31,63,77,z
50,72,45,x
99,99,46,z
20,27,10,z
61,36,95,z
89,66,66,x
90,25,22,z
96,96,6,x
68,35,22,x
82,56,21,y
4,36,50,x
52,59,32,x
23,5,89,y
62,19,99,z
85,62,7,z
46,80,10,x
28,69,8,z
42,79,17,y
57,85,79,y
63,2,16,x
49,46,41,y
69,20,69,x
35,83,27,y
39,60,32,x
11,8,11,x
43,5,11,y
79,39,66,z
72,37,51,z
26,73,62,y
58,39,44,z
63,66,76,y
14,34,56,z
96,83,18,x
66,87,85,y
25,32,42,z
42,64,96,y
58,17,91,x
10,84,65,z
82,76,46,x
5,47,36,z
53,54,56,z
25,54,67,x
39,97,49,z
85,89,15,y
96,57,46,y
99,27,1,z
3,76,32,z
73,18,34,z
93,93,32,y
49,44,57,x
38,32,59,z
35,44,12,y
25,89,77,x
15,91,37,z
95,97,98,z
21,98,93,z
36,15,22,x
33,63,62,y
69,42,63,z
1,20,37,z
96,35,24,x
74,7,50,z
72,65,36,z
67,94,58,z
27,83,9,x
27,51,11,z
73,47,62,x
48,24,10,y
32,24,21,y
11,17,11,x
17,90,74,y
37,91,82,y
97,12,53,z
73,90,36,y
69,89,86,x
33,24,75,y
97,91,50,y
21,39,7,z
21,84,85,x
6,95,93,x
62,6,37,z
33,69,66,x
12,73,25,z
57,79,25,x
3,28,74,z
42,7,8,y
12,26,83,y
2,12,81,x
77,9,45,z
67,33,25,y
44,4,3,y
17,21,78,x
44,94,88,z
88,91,13,z
73,95,15,y
48,65,55,x
70,54,9,x
96,65,77,z
77,97,31,y
44,22,99,x
54,78,34,x
91,2,26,x
81,70,59,y
42,67,20,y
99,87,3,z
73,51,64,x
25,59,88,x
17,75,69,z
11,41,59,x
81,56,79,z
35,67,87,z
67,74,68,y
94,79,5,x
70,91,57,z
60,72,62,y
48,32,8,z
5,69,18,y
51,53,59,z
15,18,68,y
22,5,17,y
10,60,44,x
66,9,85,x
82,25,85,x
90,99,96,x
86,43,40,x
88,43,55,x
18,76,35,z
34,66,9,y
83,76,15,x
92,92,26,z
35,27,24,y
80,56,27,z
59,22,20,z
20,17,21,z
63,38,65,x
82,48,71,x
60,28,71,y
62,2,93,x
48,35,16,z
35,58,91,z
7,75,42,y
51,26,96,y
88,90,70,y
71,76,98,x
32,77,1,z
29,78,18,z
10,41,13,z
89,28,93,x
24,12,24,z
62,43,22,y
72,9,94,y
91,8,37,y
62,21,9,y
95,41,69,y
60,41,90,x
4,87,27,z
13,52,94,x
98,76,92,z
56,11,51,x
53,5,36,z
67,18,68,y
8,89,4,x
8,95,64,z
63,98,42,z
20,90,95,z
99,97,27,x
77,30,60,z
65,82,34,x
57,27,78,y
18,56,75,x
44,60,92,z
15,26,69,y
21,6,32,x
70,65,21,x
23,67,32,z
9,55,86,z
45,19,34,z
49,43,51,z
63,65,92,z
94,30,62,y
22,93,39,z
1,39,14,x
25,57,61,z
10,16,11,y
22,19,31,z
63,78,45,z
63,39,36,z
25,83,76,y
47,19,67,z
35,99,89,z
75,37,86,y
93,90,24,x
98,22,17,x
52,9,3,y
48,30,44,z
40,87,44,z
69,20,56,y
6,8,34,z
36,78,49,x
73,32,43,z
51,71,45,y
82,77,16,y
58,58,99,x
77,78,35,x
11,53,70,x
91,15,50,x
26,64,6,x
88,48,72,y
16,22,57,z
86,76,46,y
14,61,92,y
13,39,20,z
38,94,12,z
27,11,24,y
1,77,27,z
24,9,79,z
51,36,71,z
59,68,3,x
24,58,84,y
89,57,71,x
40,89,39,x
88,84,46,y
80,60,71,x
6,43,17,x
65,75,33,z
90,97,37,y
77,23,35,y
83,62,12,x
27,62,59,y
73,51,89,y
76,51,62,y
95,75,59,x
39,71,95,z
62,25,13,y
22,85,56,z
55,3,53,z
12,80,51,y
66,98,23,y
58,1,79,z
24,8,1,z
91,89,25,x
12,82,70,x
97,73,56,y
62,62,42,z
71,85,78,z
91,41,13,x
9,99,74,y
33,12,94,x
44,34,68,z
91,18,38,y
45,67,72,z
86,8,61,y
28,95,49,x
2,35,95,x
88,56,82,x
46,43,19,y
32,15,20,z
65,22,62,x
8,43,5,x
33,81,31,x
76,34,15,z
10,90,41,z
50,88,85,y
16,62,99,x
20,15,78,z
18,58,78,x
31,66,30,x
78,19,8,y
16,87,9,y
80,16,52,z
17,33,65,z
57,59,63,z
25,97,58,x
9,10,36,x
72,43,23,z
96,96,38,z
56,44,7,z
18,35,53,z
45,37,86,x
65,75,72,z
81,82,45,y
44,52,85,y
52,30,42,z
36,3,97,x
63,20,57,x
43,14,30,y
44,58,55,y
16,85,19,z
59,27,80,y
86,55,96,x
78,80,41,y
74,47,12,y
58,27,17,z
75,72,88,x
33,19,97,x
91,23,17,x
32,64,46,x
37,81,94,y
27,41,34,y
46,86,55,y
98,22,67,y
25,3,87,x
8,1,35,x
65,70,3,x
74,7,36,z
17,76,57,y
58,46,79,y
90,23,89,x
20,39,36,y
23,41,95,x
62,94,23,x
31,73,96,x
64,56,7,y
19,5,71,x
54,80,94,x
39,92,69,x
29,60,87,z
86,16,93,y
36,48,77,x
11,83,90,x
87,62,79,y
89,96,10,z
71,37,85,x
94,72,65,y
52,69,5,x
70,75,75,y
68,26,48,z
49,96,87,y
30,43,73,z
29,17,26,x
26,7,55,x
43,88,44,x
54,99,38,y
96,31,49,z
88,66,89,y
25,78,87,y
8,33,8,z
45,24,65,z
81,40,72,z
43,17,20,z
17,65,31,y
84,58,59,y
1,79,94,y
9,93,77,x
23,51,69,z
66,40,92,y
99,36,31,z
3,24,36,z
31,73,39,z
13,72,67,x
45,85,35,z
87,86,34,x
19,28,88,z
75,7,53,z
94,50,51,x
71,86,18,z
88,62,88,y
13,29,80,z
84,7,10,z
27,20,18,y
98,66,2,z
42,50,83,y
60,53,65,y
61,16,22,z
19,72,39,y
26,97,77,x
8,66,54,z
58,11,37,x
97,99,66,z
34,77,2,z
95,83,36,x
51,58,30,y
35,53,86,y
55,99,16,z
90,68,94,x
40,77,8,y
42,81,71,x
44,89,38,z
90,15,18,x
65,44,2,x
9,8,28,y
94,70,62,z
39,37,97,y
16,98,84,y
24,81,17,y
11,47,84,z
56,20,95,z
27,23,49,x
79,57,99,x
89,91,76,x
51,25,70,x
77,22,69,y
14,61,39,z
53,34,67,z
77,62,92,x
46,70,20,x
12,32,64,z
86,14,37,x
81,79,59,y
4,85,8,y
42,40,57,x
22,7,56,y
48,57,95,x
23,1,9,x
17,30,87,y
65,5,27,x
41,24,45,y
92,35,21,y
15,80,15,y
21,9,64,x
44,80,88,y
25,79,68,z
74,26,78,z
21,52,71,y
8,74,23,x
59,72,21,x
61,55,95,y
42,27,76,z
94,9,63,z
28,24,33,z
79,12,54,y
3,88,22,y
37,62,24,y
48,12,87,x
89,58,65,x
67,70,64,y
5,38,22,y
39,97,56,x
66,1,89,z
20,56,28,x
98,26,94,y
98,67,65,y
96,86,16,y
59,95,1,x
66,32,14,z
66,17,51,y
70,23,4,z
85,51,23,x
15,8,48,z
35,46,37,x
60,7,12,y
2,50,29,y
41,9,87,y
75,35,11,y
78,7,81,z
64,95,85,y
48,57,65,z
36,5,77,z
46,60,43,z
19,87,32,y
76,95,34,x
45,42,2,z
98,80,52,x
44,35,99,x
82,39,50,x
26,70,76,z
66,85,61,y
90,18,84,x
11,16,85,y
40,77,97,z
7,70,35,x
89,67,32,x
21,1,96,x
56,85,27,x
42,6,44,x
22,59,52,x
27,68,30,x
31,8,50,x
29,30,5,x
55,59,24,z
94,54,9,x
63,12,7,y
83,89,98,x
29,45,44,z
62,18,39,z
17,25,96,x
51,5,6,y
16,86,30,y
11,49,2,z
67,51,50,z
62,30,80,y
62,37,10,x
7,38,66,x
26,13,89,z
15,43,5,z
91,74,21,z
14,85,23,x
5,30,16,z
92,36,84,y
1,65,46,y
57,48,34,x
51,41,3,x
83,69,80,y
20,73,3,x
92,98,50,x
42,61,52,y
24,85,80,y
98,50,7,z
16,9,23,x
48,83,31,y
76,23,34,x
98,66,19,z
76,2,44,y
68,18,24,x
15,21,51,x
17,70,14,y
50,43,38,y
16,63,62,y
68,5,25,y
28,60,74,x
59,11,26,y
40,79,98,x
65,48,39,z
40,49,32,y
22,60,47,y
11,49,27,y
81,99,15,x
53,13,60,x
64,62,31,z
29,62,83,z
63,6,53,y
8,16,94,y
5,11,4,x
7,62,95,z
62,41,58,y
49,73,35,y
4,28,10,z
77,99,6,y
70,53,23,y
39,68,37,z
19,54,83,y
82,52,82,x
13,39,14,x
16,89,52,x
62,81,96,y
46,40,85,z
4,55,80,x
72,73,52,x
52,76,72,x
59,72,17,y
39,45,37,z
77,42,14,y
22,12,29,z
77,94,69,x
9,99,55,x
33,51,72,y
14,29,93,y
37,65,15,z
58,74,70,z
31,8,45,x
66,29,37,y
86,25,83,x
16,89,92,x
17,35,33,y
55,38,86,z
25,84,13,z
95,30,48,x
83,9,70,y
97,18,51,z
23,75,59,z
15,8,43,z
9,34,22,x
14,96,54,z
28,48,61,z
7,96,29,x
83,57,81,z
59,78,98,z
75,39,99,y
49,43,42,y
39,64,22,z
85,70,29,z
76,67,86,x
83,61,99,x
66,54,57,z
7,67,30,z
9,47,86,z
32,29,16,y
69,1,77,x
81,65,12,x
11,74,27,x
3,70,78,x
41,65,39,x
3,11,89,y
31,70,39,y
62,5,98,y
62,27,70,y
41,37,82,z
25,66,44,x
23,74,15,z
